next,id,drop,course,reimbursement,semester,regard,card,take,clicker,offer,remote,know,registration,room,wifi,session,require,issue,discus,detail,fc,help,cancellation,guest,major,internet,timetable,math,connect,lose,add,provide,book,world,quiz,fest,event,meet,common,projector,login,list,meeting,speaker,timing,attach,reimburse,work,cancel,Target_Class
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133722197,0.116650447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153365979,0.121432865,0.137658496,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0.163503199,0,0,0,0,0,0,0,0,0,0,0,0,0.317655758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163503199,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165842558,0,0,0,0,0,0,0,0,0.225677168,0,0,0,0,0,0,0,0,0,0.170357074,0,0.479703283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401514409,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210195747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373970578,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136606988,0,0,0,0,0,0,0,0,0,0.213201414,0,0,0,0,0,0,0,0,0.140325663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496100111,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318968524,0,0,0,0,0,0,0,0,0.217024853,0,0,0,0,0,0,0,0,0,0.32765139,0,0,0,0,0.223413282,0,0,0,0,0,0,0,0,0,0,0.193060304,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162642843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334140516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0.748550656,0.438857978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337376299,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.568733344,0.166717619,0,0,0,0,0.318184871,0,0,0,0,0,0,0,0,0,0,0,0,0.251795527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0.442563766,0.259464925,0,0.180924876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0.155981984,0,0.311963969,0.457243192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328435578,0,0.180858641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0.403552894,0.236593751,0,0,0,0,0.451545269,0,0,0,0,0,0,0,0,0,0,0,0,0.178665124,0,0,0,0,0,0,0.451545269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0.225305623,0.396274464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.472492649,0,0,0,0,0,0,0,0,0.126366204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169694595,0,0,0.180352879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.283902484,0,0,0,0,0,0,0.15772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169938153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.431478913,0,0,0,0,0.205872156,0,0,0,0,0,0,0,0,0,0,0,0,0.162916885,0,0,0,0,0,0,0,0,0,0.581117289,0,0,0,0,0,0,0,0,0,0,0.165851786,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.443919593,0,0,0,0,0,0,0.246616364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531442169,0,0,0,0,0,0.531442169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.390418242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233696283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611583784,0,0,0,0,2
0,0,0,0.430167647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425372851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336925287,0,0,0,0,2
0,0,0,0.343060954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259064442,0,0,0,0,0,0,0,0,0,0,0,0,0.327370335,0,0,0,0,0,0,0,0,0,0,0.537399366,0,0,0,0,2
0,0,0,0.13135464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617294679,0,0,0,0,2
0,0,0,0.198238103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621073484,0,0,0,0,2
0.286100822,0,0,0.335468622,0,0.233922249,0,0,0,0,0.2795508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301206865,0,0,0.320125254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257894735,0,0,0,0,0,0,0,2
0.231516337,0,0,0.271465373,0,0.189292788,0,0,0,0,0.226215978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243740334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.335539842,0,0,0,0,0,0,0.279610149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602541623,0,0,0.320193217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.286164984,0,0.199542825,0,0,0,0,0.238465373,0,0.191334103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.325830115,0,0.454402638,0,0,0,0,0.271518895,0,0.217854791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.387411128,0,0,0,0,0,0,0,0,0,0.322835234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303436594,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0.692886746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0.240386164,0.299600414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563195834,0,0,0,0,2
0,0,0,0.328025876,0,0.228732423,0,0,0,0,0,0,0.219322909,0.546697307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0.251327736,0,0,0,0,0,0,0,0,0,0.418869994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15861382,0,0,0,0,0,0,0,0,0,0.495094597,0,0,0,0,0,0,0,0,0.162931558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0.184069017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.114146145,0,0,0,0,0,0,0,0,0,0,0.150630379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309461588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161571319,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0.141737052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287357811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179525378,0,0,0,0,0,0,0,0,0.244296636,0,0,0,0,0,0,0,0,0,0.553237092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217320654,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244026365,0,0,0,0,0,0,0,0,0.16603452,0,0,0,0,0,0,0,0,0,0.376003767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14770048,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132995006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273230713,0,0.38469101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160994295,3
0,0.364536752,0,0,0,0.155878153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200714425,0,0,0,0,0,0,0,0,0,0.151513432,0,0,0,0.364536752,0,0,0,0,0,0,0,0,0,0,0,0.357101847,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210055805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481825977,0.190751264,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0.418746492,0,0,0,0,0,0,0,0,0,0,0,0,0.135590858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139582164,0,0,0,0,0,0,0,0,0,0.106878531,0,3
0,0,0,0,0,0,0.193707648,0,0,0,0,0,0.140123243,0,0,0,0,0,0,0.188168641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170875574,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0.16872806,0,0,0,0,0,0,0,0,0,0,0,0,0.163903337,0.142978487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16872806,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0.360104611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0.542383247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0.139838463,0,0,0,0,0,0,0,0.109631495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162140484,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0.114800219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376537505,0,0,0,0,0,0,0.182272579,0,0,0,0,0,0,0.216296087,0.23441961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360387315,0,0,0,0,0,0,0.174454668,0,0,0,0,0,0,0.414037725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456247201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518611982,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1986057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282256412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29382832,0,0,0,0,0,0,0.127523723,0,1
0,0.152951121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144210717,0,0.146927412,0,0,0,0,0,0.179009054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305902242,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0.167092504,0,0,0.371028999,0,0,0,0,0.391477616,0,0,0,0,0,0,0,0,0.213131812,0,0,0,0,0,0,0,0,0,0,0,0.407527359,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137412927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429139687,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.498515947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233441645,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.523646696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480913567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217277221,0,1
0,0,0,0,0,0,0,0,0,0,0,0.530698536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205814459,0,0,0,0,0,0,0,0.364739189,0,1
0,0,0,0,0,0,0,0,0,0.359597048,0,0,0.14095965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165125743,0,0,0,0,0,0,0,0.336779303,0,0,0,0,0,0,0,0,0,1
0,0,0,0.121659503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501123209,0,0,0,0.516618929,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492145742,0,0,0,0,0,0,0,0,0,0,0.460917298,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396469181,0,0,0,0,0,0,0,0.175653169,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162134489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
