next,id,drop,course,reimbursement,semester,regard,card,take,clicker,offer,remote,know,registration,room,wifi,session,require,issue,discus,detail,fc,help,cancellation,guest,major,internet,timetable,math,connect,lose,add,provide,book,world,quiz,fest,event,meet,common,projector,login,list,meeting,speaker,timing,attach,reimburse,work,cancel
0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
